txn_id,customer_id,matter_id,matter_type,txn_date,txn_type,amount_aud,description,unrelated_third_party,counterparty_country
TXN-100097,CUST-10017,MTR-10017-7,Trust Establishment,2026-07-18,Deposit,1018.85,Trust receipt - client funds,False,Australia
TXN-101541,CUST-10257,MTR-10257-9,Company Formation,2026-07-19,Deposit,2593.47,Trust receipt - client funds,False,United States
TXN-101808,CUST-10303,MTR-10303-4,Estate Administration,2026-07-19,Withdrawal,361724.52,Trust disbursement - settlement,False,United States
TXN-101852,CUST-10310,MTR-10310-5,Estate Administration,2026-07-19,Withdrawal,627006.41,Trust disbursement - settlement,False,Japan
TXN-100584,CUST-10094,MTR-10094-1,Nominee Shareholder Arrangement,2026-07-19,Deposit,1900.12,Trust receipt - client funds,False,United Kingdom
TXN-101227,CUST-10202,MTR-10202-4,Residential Conveyancing,2026-07-19,Deposit,221046.3,Trust receipt - client funds,False,Australia
TXN-100448,CUST-10075,MTR-10075-6,Estate Administration,2026-07-19,Deposit,7686.06,Trust receipt - client funds,False,United States
TXN-101124,CUST-10184,MTR-10184-9,Trust Establishment,2026-07-19,Deposit,35027.87,Trust receipt - client funds,False,Australia
TXN-102448,CUST-10414,MTR-10414-2,Commercial Conveyancing,2026-07-19,Deposit,455683.93,Trust receipt - client funds,False,Australia
TXN-100353,CUST-10056,MTR-10056-6,Debt Financing Transaction,2026-07-20,Withdrawal,916959.27,Trust disbursement - settlement,False,Singapore
TXN-100351,CUST-10056,MTR-10056-6,Debt Financing Transaction,2026-07-20,Deposit,357772.27,Trust receipt - client funds,False,Singapore
TXN-100645,CUST-10106,MTR-10106-1,Debt Financing Transaction,2026-07-20,Withdrawal,867202.16,Trust disbursement - settlement,False,Singapore
TXN-101278,CUST-10211,MTR-10211-9,Trust Establishment,2026-07-20,Withdrawal,1719.66,Trust disbursement - settlement,False,United Kingdom
TXN-101426,CUST-10234,MTR-10234-3,Commercial Conveyancing,2026-07-20,Withdrawal,798385.69,Trust disbursement - settlement,False,Singapore
TXN-101516,CUST-10252,MTR-10252-5,Trust Establishment,2026-07-20,Deposit,1069.14,Trust receipt - client funds,False,Australia
TXN-102086,CUST-10352,MTR-10352-4,Debt Financing Transaction,2026-07-20,Withdrawal,400276.68,Trust disbursement - settlement,False,Vanuatu
TXN-101218,CUST-10201,MTR-10201-6,Trust Establishment,2026-07-20,Withdrawal,22391.08,Trust disbursement - settlement,False,New Zealand
TXN-100997,CUST-10162,MTR-10162-2,Estate Administration,2026-07-20,Deposit,223199.86,Trust receipt - client funds,False,Singapore
TXN-101518,CUST-10252,MTR-10252-5,Trust Establishment,2026-07-20,Withdrawal,1290.08,Trust disbursement - settlement,False,Australia
TXN-100925,CUST-10151,MTR-10151-3,Debt Financing Transaction,2026-07-20,Deposit,81811.23,Trust receipt - client funds,False,Singapore
TXN-100734,CUST-10120,MTR-10120-7,Nominee Shareholder Arrangement,2026-07-21,Withdrawal,1749.66,Trust disbursement - settlement,False,Singapore
TXN-101884,CUST-10317,MTR-10317-4,Trust Establishment,2026-07-21,Withdrawal,26649.84,Trust disbursement - settlement,False,United States
TXN-100409,CUST-10067,MTR-10067-3,Estate Administration,2026-07-21,Deposit,153116.87,Trust receipt - client funds,False,Germany
TXN-100982,CUST-10161,MTR-10161-7,Trust Establishment,2026-07-21,Deposit,1973.06,Trust receipt - client funds,False,Iran
TXN-101045,CUST-10169,MTR-10169-7,Estate Administration,2026-07-21,Deposit,7534.72,Trust receipt - client funds,False,United Kingdom
TXN-101625,CUST-10272,MTR-10272-5,Residential Conveyancing,2026-07-21,Deposit,561652.45,Trust receipt - client funds,False,Germany
TXN-100222,CUST-10035,MTR-10035-5,Estate Administration,2026-07-21,Withdrawal,88728.34,Trust disbursement - settlement,False,Canada
TXN-100422,CUST-10071,MTR-10071-8,Business Sale & Purchase,2026-07-22,Deposit,8894.68,Trust receipt - client funds,False,Yemen
TXN-100760,CUST-10125,MTR-10125-8,Nominee Shareholder Arrangement,2026-07-22,Withdrawal,3387.03,Trust disbursement - settlement,False,Yemen
TXN-100641,CUST-10105,MTR-10105-9,Company Formation,2026-07-22,Withdrawal,9664.36,Trust disbursement - settlement,False,United Kingdom
TXN-100578,CUST-10093,MTR-10093-9,Commercial Conveyancing,2026-07-22,Withdrawal,458353.6,Trust disbursement - settlement,False,New Zealand
TXN-101344,CUST-10221,MTR-10221-1,Residential Conveyancing,2026-07-22,Deposit,78329.39,Trust receipt - client funds,False,United States
TXN-101184,CUST-10193,MTR-10193-4,Nominee Shareholder Arrangement,2026-07-22,Deposit,3104.07,Trust receipt - client funds,False,United States
TXN-101248,CUST-10206,MTR-10206-3,Commercial Conveyancing,2026-07-22,Deposit,323907.79,Trust receipt - client funds,False,United Kingdom
TXN-101173,CUST-10191,MTR-10191-9,Debt Financing Transaction,2026-07-22,Deposit,290336.64,Trust receipt - client funds,False,United States
TXN-100093,CUST-10016,MTR-10016-7,Nominee Director Arrangement,2026-07-22,Withdrawal,2965.19,Trust disbursement - settlement,False,Germany
TXN-101042,CUST-10169,MTR-10169-7,Estate Administration,2026-07-23,Deposit,108854.48,Trust receipt - client funds,False,United Kingdom
TXN-101650,CUST-10277,MTR-10277-8,Trust Establishment,2026-07-23,Deposit,5448.55,Trust receipt - client funds,False,Australia
TXN-100730,CUST-10120,MTR-10120-7,Nominee Shareholder Arrangement,2026-07-23,Deposit,1618.83,Trust receipt - client funds,False,Singapore
TXN-100423,CUST-10071,MTR-10071-8,Business Sale & Purchase,2026-07-23,Deposit,8677.19,Trust receipt - client funds,False,Yemen
TXN-100176,CUST-10028,MTR-10028-8,Nominee Shareholder Arrangement,2026-07-23,Deposit,533.33,Trust receipt - client funds,False,United States
TXN-102265,CUST-10382,MTR-10382-2,Residential Conveyancing,2026-07-23,Deposit,200965.56,Trust receipt - client funds,False,Japan
TXN-101052,CUST-10171,MTR-10171-6,Nominee Director Arrangement,2026-07-23,Deposit,2691.4,Trust receipt - client funds,False,United States
TXN-100189,CUST-10030,MTR-10030-7,Nominee Director Arrangement,2026-07-23,Withdrawal,644.01,Trust disbursement - settlement,False,New Zealand
TXN-100580,CUST-10093,MTR-10093-9,Commercial Conveyancing,2026-07-23,Withdrawal,158603.58,Trust disbursement - settlement,False,New Zealand
TXN-101544,CUST-10258,MTR-10258-9,Commercial Conveyancing,2026-07-23,Withdrawal,689023.72,Trust disbursement - settlement,False,Singapore
TXN-100981,CUST-10161,MTR-10161-7,Trust Establishment,2026-07-23,Deposit,2106.89,Trust receipt - client funds,False,Iran
TXN-101583,CUST-10266,MTR-10266-9,Nominee Director Arrangement,2026-07-23,Withdrawal,532.08,Trust disbursement - settlement,False,United States
TXN-101749,CUST-10294,MTR-10294-3,Nominee Director Arrangement,2026-07-24,Deposit,690.8,Trust receipt - client funds,False,United States
TXN-101296,CUST-10215,MTR-10215-6,Commercial Conveyancing,2026-07-24,Withdrawal,714513.13,Trust disbursement - settlement,False,Singapore
TXN-101161,CUST-10190,MTR-10190-8,Trust Establishment,2026-07-24,Withdrawal,8410.77,Trust disbursement - settlement,False,Singapore
TXN-102449,CUST-10414,MTR-10414-2,Commercial Conveyancing,2026-07-24,Deposit,185152.32,Trust receipt - client funds,False,Australia
TXN-102012,CUST-10339,MTR-10339-7,Business Sale & Purchase,2026-07-24,Withdrawal,78780.29,Trust disbursement - settlement,False,United States
TXN-100898,CUST-10147,MTR-10147-3,Nominee Shareholder Arrangement,2026-07-24,Withdrawal,2554.09,Trust disbursement - settlement,False,Canada
TXN-100179,CUST-10029,MTR-10029-2,Debt Financing Transaction,2026-07-24,Withdrawal,797076.25,Trust disbursement - settlement,False,United Kingdom
TXN-102098,CUST-10354,MTR-10354-6,Debt Financing Transaction,2026-07-24,Withdrawal,342174.21,Trust disbursement - settlement,False,United Kingdom
TXN-101003,CUST-10163,MTR-10163-4,Business Sale & Purchase,2026-07-24,Withdrawal,37747.54,Trust disbursement - settlement,False,United States
TXN-101300,CUST-10215,MTR-10215-6,Commercial Conveyancing,2026-07-24,Deposit,161307.23,Trust receipt - client funds,False,Singapore
TXN-100476,CUST-10079,MTR-10079-8,Commercial Conveyancing,2026-07-24,Withdrawal,90672.06,Trust disbursement - settlement,False,New Zealand
TXN-101746,CUST-10293,MTR-10293-3,Residential Conveyancing,2026-07-25,Deposit,24338.83,Trust receipt - client funds,False,Cambodia
TXN-101064,CUST-10172,MTR-10172-8,Commercial Conveyancing,2026-07-25,Deposit,94672.1,Trust receipt - client funds,False,Japan
TXN-100024,CUST-10004,MTR-10004-2,Nominee Shareholder Arrangement,2026-07-25,Deposit,1232.27,Trust receipt - client funds,False,Canada
TXN-102247,CUST-10378,MTR-10378-7,Commercial Conveyancing,2026-07-25,Withdrawal,367763.21,Trust disbursement - settlement,False,Germany
TXN-101652,CUST-10277,MTR-10277-8,Trust Establishment,2026-07-25,Deposit,20773.23,Trust receipt - client funds,False,Australia
TXN-100526,CUST-10086,MTR-10086-7,Company Formation,2026-07-25,Withdrawal,1209.64,Trust disbursement - settlement,False,Singapore
TXN-102016,CUST-10339,MTR-10339-7,Business Sale & Purchase,2026-07-25,Withdrawal,118940.57,Trust disbursement - settlement,False,United States
TXN-100108,CUST-10019,MTR-10019-3,Nominee Shareholder Arrangement,2026-07-26,Deposit,534.87,Trust receipt - client funds,False,United States
TXN-101575,CUST-10264,MTR-10264-5,Commercial Conveyancing,2026-07-26,Withdrawal,3154963.51,Trust disbursement - settlement,False,New Zealand
TXN-101651,CUST-10277,MTR-10277-8,Trust Establishment,2026-07-26,Withdrawal,3097.23,Trust disbursement - settlement,False,Australia
TXN-102308,CUST-10389,MTR-10389-2,Nominee Director Arrangement,2026-07-26,Deposit,3631.34,Trust receipt - client funds,False,New Zealand
TXN-100873,CUST-10142,MTR-10142-8,Nominee Director Arrangement,2026-07-26,Withdrawal,789.64,Trust disbursement - settlement,False,United Arab Emirates
TXN-101198,CUST-10196,MTR-10196-4,Commercial Conveyancing,2026-07-26,Deposit,849514.96,Trust receipt - client funds,False,Japan
TXN-100537,CUST-10087,MTR-10087-9,Trust Establishment,2026-07-26,Withdrawal,23050.64,Trust disbursement - settlement,False,Germany
TXN-100030,CUST-10004,MTR-10004-2,Nominee Shareholder Arrangement,2026-07-26,Withdrawal,2251.34,Trust disbursement - settlement,False,Canada
TXN-101374,CUST-10226,MTR-10226-3,Trust Establishment,2026-07-26,Withdrawal,14718.77,Trust disbursement - settlement,False,Panama
TXN-100031,CUST-10004,MTR-10004-2,Nominee Shareholder Arrangement,2026-07-26,Withdrawal,739.03,Trust disbursement - settlement,False,Canada
TXN-101877,CUST-10316,MTR-10316-1,Company Formation,2026-07-27,Deposit,3407.29,Trust receipt - client funds,False,New Zealand
TXN-101452,CUST-10240,MTR-10240-7,Business Sale & Purchase,2026-07-27,Withdrawal,68887.23,Trust disbursement - settlement,False,United Arab Emirates
TXN-100674,CUST-10112,MTR-10112-9,Company Formation,2026-07-27,Deposit,11860.26,Trust receipt - client funds,False,Canada
TXN-100004,CUST-10000,MTR-10000-9,Company Formation,2026-07-27,Withdrawal,536.26,Trust disbursement - settlement,False,Canada
TXN-100496,CUST-10082,MTR-10082-7,Estate Administration,2026-07-27,Deposit,22221.44,Trust receipt - client funds,False,Singapore
TXN-100891,CUST-10146,MTR-10146-4,Residential Conveyancing,2026-07-27,Deposit,27361.56,Trust receipt - client funds,False,United Kingdom
TXN-100005,CUST-10000,MTR-10000-9,Company Formation,2026-07-27,Deposit,13540.8,Trust receipt - client funds,False,Canada
TXN-101893,CUST-10319,MTR-10319-6,Business Sale & Purchase,2026-07-27,Withdrawal,323498.02,Trust disbursement - settlement,False,United States
TXN-100163,CUST-10027,MTR-10027-4,Nominee Shareholder Arrangement,2026-07-27,Deposit,608.06,Trust receipt - client funds,False,Cyprus
TXN-100676,CUST-10112,MTR-10112-9,Company Formation,2026-07-27,Withdrawal,4991.86,Trust disbursement - settlement,False,Canada
TXN-102435,CUST-10413,MTR-10413-2,Commercial Conveyancing,2026-07-27,Deposit,1930203.39,Trust receipt - client funds,False,Australia
TXN-102094,CUST-10353,MTR-10353-4,Residential Conveyancing,2026-07-27,Deposit,47521.18,Trust receipt - client funds,False,Germany
TXN-101303,CUST-10215,MTR-10215-6,Commercial Conveyancing,2026-07-27,Deposit,2599899.45,Trust receipt - client funds,False,Singapore
TXN-101521,CUST-10253,MTR-10253-3,Debt Financing Transaction,2026-07-27,Deposit,1092649.13,Trust receipt - client funds,False,Japan
TXN-102085,CUST-10352,MTR-10352-4,Debt Financing Transaction,2026-07-27,Deposit,889032.16,Trust receipt - client funds,False,Vanuatu
TXN-100577,CUST-10093,MTR-10093-9,Commercial Conveyancing,2026-07-27,Deposit,1940187.75,Trust receipt - client funds,False,New Zealand
TXN-102451,CUST-10414,MTR-10414-2,Commercial Conveyancing,2026-07-27,Deposit,272987.38,Trust receipt - client funds,False,Australia
TXN-102313,CUST-10390,MTR-10390-5,Business Sale & Purchase,2026-07-28,Withdrawal,1366779.51,Trust disbursement - settlement,False,Germany
TXN-100869,CUST-10142,MTR-10142-8,Nominee Director Arrangement,2026-07-28,Withdrawal,2265.94,Trust disbursement - settlement,False,United Arab Emirates
TXN-102346,CUST-10395,MTR-10395-2,Nominee Shareholder Arrangement,2026-07-28,Deposit,2110.01,Trust receipt - client funds,False,United Kingdom
TXN-100137,CUST-10022,MTR-10022-4,Commercial Conveyancing,2026-07-28,Withdrawal,127834.64,Trust disbursement - settlement,False,Canada
TXN-100781,CUST-10128,MTR-10128-8,Trust Establishment,2026-07-28,Withdrawal,24585.49,Trust disbursement - settlement,False,Australia
TXN-100742,CUST-10122,MTR-10122-5,Estate Administration,2026-07-28,Withdrawal,182222.59,Trust disbursement - settlement,False,Panama
TXN-101147,CUST-10188,MTR-10188-6,Company Formation,2026-07-28,Withdrawal,2520.05,Trust disbursement - settlement,False,Japan
TXN-101294,CUST-10214,MTR-10214-9,Commercial Conveyancing,2026-07-28,Deposit,1797493.63,Trust receipt - client funds,False,United Kingdom
TXN-100424,CUST-10071,MTR-10071-8,Business Sale & Purchase,2026-07-28,Deposit,9346.83,Trust receipt - client funds,False,Yemen
TXN-101148,CUST-10188,MTR-10188-6,Company Formation,2026-07-28,Withdrawal,3170.17,Trust disbursement - settlement,False,Japan
TXN-102371,CUST-10400,MTR-10400-7,Nominee Director Arrangement,2026-07-28,Deposit,1256.76,Trust receipt - client funds,False,Canada
TXN-101423,CUST-10234,MTR-10234-3,Commercial Conveyancing,2026-07-28,Deposit,239534.28,Trust receipt - client funds,False,Singapore
TXN-101035,CUST-10167,MTR-10167-4,Company Formation,2026-07-28,Withdrawal,9730.46,Trust disbursement - settlement,False,Panama
TXN-102100,CUST-10354,MTR-10354-6,Debt Financing Transaction,2026-07-28,Deposit,103144.3,Trust receipt - client funds,False,United Kingdom
TXN-100084,CUST-10015,MTR-10015-7,Estate Administration,2026-07-29,Deposit,608703.92,Trust receipt - third party (unrelated to matter),True,New Zealand
TXN-100379,CUST-10061,MTR-10061-6,Estate Administration,2026-07-29,Withdrawal,6644.65,Trust disbursement - settlement,False,Japan
TXN-100441,CUST-10074,MTR-10074-3,Nominee Director Arrangement,2026-07-29,Withdrawal,730.8,Trust disbursement - settlement,False,Germany
TXN-102429,CUST-10412,MTR-10412-5,Estate Administration,2026-07-29,Withdrawal,181546.28,Trust disbursement - settlement,False,United Kingdom
TXN-100576,CUST-10093,MTR-10093-9,Commercial Conveyancing,2026-07-29,Deposit,311523.85,Trust receipt - client funds,False,New Zealand
TXN-101715,CUST-10289,MTR-10289-6,Company Formation,2026-07-29,Deposit,13158.63,Trust receipt - client funds,False,Japan
TXN-102111,CUST-10355,MTR-10355-4,Business Sale & Purchase,2026-07-29,Withdrawal,35813.01,Trust disbursement - settlement,False,Japan
TXN-101143,CUST-10187,MTR-10187-2,Nominee Shareholder Arrangement,2026-07-29,Deposit,735.49,Trust receipt - client funds,False,Japan
TXN-101571,CUST-10263,MTR-10263-5,Residential Conveyancing,2026-07-29,Withdrawal,17184.51,Trust disbursement - settlement,False,United Arab Emirates
TXN-100863,CUST-10141,MTR-10141-8,Business Sale & Purchase,2026-07-29,Deposit,41113.82,Trust receipt - client funds,False,Japan
TXN-101311,CUST-10216,MTR-10216-1,Estate Administration,2026-07-30,Withdrawal,5324.34,Trust disbursement - settlement,False,Japan
TXN-100426,CUST-10071,MTR-10071-8,Business Sale & Purchase,2026-07-30,Deposit,9495.29,Trust receipt - client funds,False,Yemen
TXN-101621,CUST-10271,MTR-10271-1,Residential Conveyancing,2026-07-30,Deposit,21103.87,Trust receipt - client funds,False,Singapore
TXN-101823,CUST-10305,MTR-10305-3,Company Formation,2026-07-30,Deposit,753.0,Trust receipt - client funds,False,United Kingdom
TXN-100465,CUST-10077,MTR-10077-5,Commercial Conveyancing,2026-07-30,Deposit,705789.06,Trust receipt - client funds,False,Japan
TXN-102238,CUST-10376,MTR-10376-3,Business Sale & Purchase,2026-07-30,Deposit,1148544.5,Trust receipt - client funds,False,United Kingdom
TXN-100394,CUST-10063,MTR-10063-7,Nominee Director Arrangement,2026-07-30,Deposit,755.05,Trust receipt - client funds,False,United States
TXN-101694,CUST-10284,MTR-10284-4,Company Formation,2026-07-30,Deposit,3807.85,Trust receipt - client funds,False,Germany
TXN-101679,CUST-10281,MTR-10281-3,Commercial Conveyancing,2026-07-30,Deposit,1807275.21,Trust receipt - client funds,False,Japan
TXN-100380,CUST-10061,MTR-10061-6,Estate Administration,2026-07-30,Withdrawal,28505.66,Trust disbursement - settlement,False,Japan
TXN-100425,CUST-10071,MTR-10071-8,Business Sale & Purchase,2026-07-31,Deposit,9436.55,Trust receipt - client funds,False,Yemen
TXN-101831,CUST-10306,MTR-10306-2,Trust Establishment,2026-07-31,Withdrawal,1447.44,Trust disbursement - settlement,False,Singapore
TXN-100941,CUST-10153,MTR-10153-2,Business Sale & Purchase,2026-07-31,Deposit,221138.58,Trust receipt - client funds,False,Germany
TXN-101882,CUST-10316,MTR-10316-1,Company Formation,2026-07-31,Deposit,8223.27,Trust receipt - client funds,False,New Zealand
TXN-101152,CUST-10188,MTR-10188-6,Company Formation,2026-07-31,Withdrawal,5829.93,Trust disbursement - settlement,False,Japan
TXN-101522,CUST-10253,MTR-10253-3,Debt Financing Transaction,2026-07-31,Deposit,1034864.38,Trust receipt - client funds,False,Japan
TXN-101712,CUST-10288,MTR-10288-8,Company Formation,2026-07-31,Withdrawal,1866.78,Trust disbursement - settlement,False,United Kingdom
TXN-101283,CUST-10212,MTR-10212-7,Estate Administration,2026-07-31,Deposit,5207.81,Trust receipt - client funds,False,United States
TXN-100341,CUST-10055,MTR-10055-8,Nominee Director Arrangement,2026-07-31,Deposit,1421.86,Trust receipt - client funds,False,United States
TXN-101380,CUST-10227,MTR-10227-4,Residential Conveyancing,2026-07-31,Withdrawal,358564.58,Trust disbursement - settlement,False,Germany
TXN-101360,CUST-10224,MTR-10224-2,Company Formation,2026-07-31,Withdrawal,7772.38,Trust disbursement - settlement,False,Singapore
TXN-101015,CUST-10164,MTR-10164-6,Business Sale & Purchase,2026-08-01,Withdrawal,769707.52,Trust disbursement - settlement,False,Singapore
TXN-101891,CUST-10318,MTR-10318-7,Commercial Conveyancing,2026-08-01,Withdrawal,970191.66,Trust disbursement - settlement,False,Australia
TXN-101251,CUST-10206,MTR-10206-3,Commercial Conveyancing,2026-08-01,Withdrawal,126571.41,Trust disbursement - settlement,False,United Kingdom
TXN-101247,CUST-10205,MTR-10205-9,Estate Administration,2026-08-01,Withdrawal,6760.57,Trust disbursement - settlement,False,Japan
TXN-101782,CUST-10299,MTR-10299-2,Trust Establishment,2026-08-01,Withdrawal,5780.08,Trust disbursement - settlement,False,Japan
TXN-100427,CUST-10071,MTR-10071-8,Business Sale & Purchase,2026-08-01,Deposit,8301.34,Trust receipt - client funds,False,Yemen
TXN-101341,CUST-10221,MTR-10221-1,Residential Conveyancing,2026-08-02,Deposit,19819.11,Trust receipt - client funds,False,United States
TXN-102064,CUST-10349,MTR-10349-9,Trust Establishment,2026-08-02,Deposit,2290.42,Trust receipt - client funds,False,Myanmar
TXN-100506,CUST-10083,MTR-10083-8,Business Sale & Purchase,2026-08-02,Deposit,1446730.84,Trust receipt - client funds,False,Cambodia
TXN-100736,CUST-10120,MTR-10120-7,Nominee Shareholder Arrangement,2026-08-02,Withdrawal,796.67,Trust disbursement - settlement,False,Singapore
TXN-100990,CUST-10161,MTR-10161-7,Trust Establishment,2026-08-02,Withdrawal,19383.0,Trust disbursement - settlement,False,Iran
TXN-102317,CUST-10391,MTR-10391-5,Nominee Shareholder Arrangement,2026-08-02,Deposit,6019.27,Trust receipt - client funds,False,Cambodia
TXN-102411,CUST-10409,MTR-10409-1,Nominee Director Arrangement,2026-08-02,Deposit,1095.1,Trust receipt - client funds,False,Germany
TXN-100011,CUST-10002,MTR-10002-5,Residential Conveyancing,2026-08-02,Deposit,163978.95,Trust receipt - client funds,False,Singapore
TXN-100472,CUST-10079,MTR-10079-8,Commercial Conveyancing,2026-08-02,Deposit,2428808.64,Trust receipt - client funds,False,New Zealand
TXN-100010,CUST-10002,MTR-10002-5,Residential Conveyancing,2026-08-02,Deposit,119594.92,Trust receipt - client funds,False,Singapore
TXN-102419,CUST-10410,MTR-10410-1,Residential Conveyancing,2026-08-03,Withdrawal,174777.33,Trust disbursement - settlement,False,Canada
TXN-100741,CUST-10122,MTR-10122-5,Estate Administration,2026-08-03,Deposit,207657.93,Trust receipt - client funds,False,Panama
TXN-100181,CUST-10029,MTR-10029-2,Debt Financing Transaction,2026-08-03,Withdrawal,1931161.81,Trust disbursement - settlement,False,United Kingdom
TXN-100355,CUST-10056,MTR-10056-6,Debt Financing Transaction,2026-08-03,Withdrawal,157894.67,Trust disbursement - settlement,False,Singapore
TXN-102483,CUST-10419,MTR-10419-2,Nominee Shareholder Arrangement,2026-08-03,Deposit,520.07,Trust receipt - client funds,False,Singapore
TXN-101623,CUST-10272,MTR-10272-5,Residential Conveyancing,2026-08-03,Deposit,840574.21,Trust receipt - client funds,False,Germany
TXN-101220,CUST-10201,MTR-10201-6,Trust Establishment,2026-08-03,Withdrawal,18361.88,Trust disbursement - settlement,False,New Zealand
TXN-101720,CUST-10290,MTR-10290-7,Nominee Shareholder Arrangement,2026-08-03,Deposit,3640.66,Trust receipt - client funds,False,Japan
TXN-100977,CUST-10160,MTR-10160-1,Estate Administration,2026-08-03,Withdrawal,100369.2,Trust disbursement - settlement,False,Australia
TXN-100854,CUST-10140,MTR-10140-5,Debt Financing Transaction,2026-08-03,Deposit,1780521.11,Trust receipt - client funds,False,Myanmar
TXN-100913,CUST-10149,MTR-10149-2,Residential Conveyancing,2026-08-04,Withdrawal,648850.55,Trust disbursement - settlement,False,United States
TXN-100704,CUST-10114,MTR-10114-1,Debt Financing Transaction,2026-08-04,Deposit,292851.95,Trust receipt - client funds,False,Iran
TXN-100639,CUST-10105,MTR-10105-9,Company Formation,2026-08-04,Withdrawal,2667.62,Trust disbursement - settlement,False,United Kingdom
TXN-101925,CUST-10325,MTR-10325-2,Estate Administration,2026-08-04,Deposit,220255.39,Trust receipt - client funds,False,Cyprus
TXN-100439,CUST-10073,MTR-10073-5,Estate Administration,2026-08-04,Withdrawal,9215.75,Trust disbursement - settlement,False,United Kingdom
TXN-101306,CUST-10215,MTR-10215-6,Commercial Conveyancing,2026-08-05,Deposit,2943038.11,Trust receipt - client funds,False,Singapore
TXN-100094,CUST-10016,MTR-10016-7,Nominee Director Arrangement,2026-08-05,Withdrawal,631.37,Trust disbursement - settlement,False,Germany
TXN-101037,CUST-10167,MTR-10167-4,Company Formation,2026-08-05,Deposit,5475.19,Trust receipt - client funds,False,Panama
TXN-102407,CUST-10408,MTR-10408-1,Business Sale & Purchase,2026-08-05,Deposit,1179709.12,Trust receipt - client funds,False,New Zealand
TXN-101759,CUST-10295,MTR-10295-6,Nominee Director Arrangement,2026-08-05,Deposit,694.88,Trust receipt - client funds,False,United States
TXN-101029,CUST-10166,MTR-10166-2,Trust Establishment,2026-08-05,Withdrawal,1167.69,Trust disbursement - settlement,False,Canada
TXN-100002,CUST-10000,MTR-10000-9,Company Formation,2026-08-05,Deposit,3862.69,Trust receipt - client funds,False,Canada
TXN-100362,CUST-10058,MTR-10058-4,Business Sale & Purchase,2026-08-05,Withdrawal,481076.69,Trust disbursement - settlement,False,Canada
TXN-102321,CUST-10391,MTR-10391-5,Nominee Shareholder Arrangement,2026-08-05,Deposit,2619.42,Trust receipt - client funds,False,Cambodia
TXN-102033,CUST-10342,MTR-10342-1,Trust Establishment,2026-08-06,Withdrawal,4337.99,Trust disbursement - settlement,False,Singapore
TXN-100853,CUST-10140,MTR-10140-5,Debt Financing Transaction,2026-08-06,Withdrawal,58368.48,Trust disbursement - settlement,False,Myanmar
TXN-101896,CUST-10319,MTR-10319-6,Business Sale & Purchase,2026-08-06,Deposit,31954.22,Trust receipt - client funds,False,United States
TXN-100509,CUST-10083,MTR-10083-8,Business Sale & Purchase,2026-08-06,Deposit,357363.35,Trust receipt - client funds,False,Cambodia
TXN-100414,CUST-10069,MTR-10069-1,Residential Conveyancing,2026-08-06,Withdrawal,276988.57,Trust disbursement - settlement,False,Cambodia
TXN-102209,CUST-10371,MTR-10371-8,Nominee Director Arrangement,2026-08-06,Withdrawal,4323.46,Trust disbursement - settlement,False,Canada
TXN-102279,CUST-10385,MTR-10385-1,Nominee Director Arrangement,2026-08-06,Deposit,6517.14,Trust receipt - client funds,False,United States
TXN-101088,CUST-10177,MTR-10177-5,Debt Financing Transaction,2026-08-06,Withdrawal,206016.94,Trust disbursement - settlement,False,United States
TXN-102399,CUST-10406,MTR-10406-4,Residential Conveyancing,2026-08-06,Deposit,34890.52,Trust receipt - client funds,False,United Kingdom
TXN-100589,CUST-10095,MTR-10095-2,Company Formation,2026-08-07,Withdrawal,7534.62,Trust disbursement - settlement,False,Democratic People's Republic of Korea
TXN-101399,CUST-10230,MTR-10230-8,Debt Financing Transaction,2026-08-07,Deposit,60536.05,Trust receipt - client funds,False,New Zealand
TXN-101023,CUST-10166,MTR-10166-2,Trust Establishment,2026-08-07,Withdrawal,24270.73,Trust disbursement - settlement,False,Canada
TXN-100112,CUST-10019,MTR-10019-3,Nominee Shareholder Arrangement,2026-08-07,Withdrawal,7040.68,Trust disbursement - settlement,False,United States
TXN-100749,CUST-10123,MTR-10123-5,Nominee Director Arrangement,2026-08-07,Withdrawal,851.14,Trust disbursement - settlement,False,Panama
TXN-102383,CUST-10402,MTR-10402-4,Commercial Conveyancing,2026-08-07,Deposit,1854055.22,Trust receipt - client funds,False,Cambodia
TXN-102028,CUST-10341,MTR-10341-3,Debt Financing Transaction,2026-08-07,Deposit,115417.95,Trust receipt - client funds,False,Australia
TXN-101187,CUST-10194,MTR-10194-5,Debt Financing Transaction,2026-08-07,Withdrawal,63785.47,Trust disbursement - settlement,False,United States
TXN-102462,CUST-10416,MTR-10416-2,Commercial Conveyancing,2026-08-08,Withdrawal,2158824.69,Trust disbursement - settlement,False,Germany
TXN-101068,CUST-10172,MTR-10172-8,Commercial Conveyancing,2026-08-08,Deposit,271598.75,Trust receipt - client funds,False,Japan
TXN-100370,CUST-10059,MTR-10059-8,Nominee Director Arrangement,2026-08-08,Deposit,2032.92,Trust receipt - client funds,False,United Arab Emirates
TXN-100785,CUST-10129,MTR-10129-3,Nominee Director Arrangement,2026-08-08,Deposit,7476.9,Trust receipt - client funds,False,Australia
TXN-100301,CUST-10049,MTR-10049-9,Estate Administration,2026-08-08,Withdrawal,105306.85,Trust disbursement - settlement,False,United Arab Emirates
